STEPS,U-CORRELATEDQ
87301,0.00300117032839253
87366,0.00295887109882642
87377,0.0027697417160546
87437,0.00258942266246365
87487,0.00242173452170746
87616,0.0273619525900841
87635,0.0256189693363034
87777,0.0272402176268152
87867,0.0255018676088419
87895,0.0238822850333733
88022,0.0442303133829718
88080,0.0413997682360545
88100,0.0387932354862315
88309,0.0364244636701976
88358,0.0330992224423561
88439,0.030986123033049
88553,0.0289810503213062
88709,0.013684409540673
88773,0.0128218920057641
88911,0.0159200517162006
88918,0.0149445188102533
88973,0.0140109763365608
89110,0.0133396385766922
89193,0.0125040739220275
89242,0.0230959409522775
89283,0.00161498347092959
89387,0.00170494654386033
89536,0.0319190293157838
89809,0.00502145013981803
89820,0.00472052967979053
89965,0.00204232200736598
90071,0.00191552114950255
90326,0.0192723900208804
90395,0.0368991557651803
90495,0.0346386571057273
90616,0.0325034794759063
90663,0.0305674949074408
90753,0.00299888745712806
90818,0.00281952845076461
90916,0.00264879800444007
91034,0.00244799137793805
91063,0.00230491868864391
91169,0.00199360096497969
91257,0.00187447698826304
91259,0.00176688261643321
91308,0.00132716154902113
91446,0.0203758824900966
91593,0.021533385002666
91726,0.0202356740151153
91756,0.0190742846713121
91773,0.0179868738125109
91791,0.016961462739733
92037,0.0159131727679451
92080,0.0150021191905125
92121,0.0307556418199439
92147,0.0311874156287644
92217,0.0293851978486366
92252,0.0297462250566163
92410,0.0298748797182533
92519,0.0283492079523562
92555,0.0267522721451492
92582,0.0399992778858156
92601,0.00899438755352833
92654,0.00848484024556129
92987,0.00970019286184964
93007,0.00916476124760379
93120,0.0196114572120685
93156,0.0185246153012173
93174,0.0175078188186966
93559,0.0148790025841059
93703,0.0140216429440478
93714,0.013266183705845
93791,0.0125957917441077
93834,0.011908089237668
93850,0.0112672595373375
93886,0.0107184161034013
93902,0.00876659982387906
93988,0.0401312941276082
94005,0.0379798146985344
94039,0.0359274091025057
